"","ENTREZID","SYMBOL","GENENAME"
"20267","404201","WDFY3-AS2","WDFY3 antisense RNA 2"
"20268","83478","ARHGAP24","Rho GTPase activating protein 24"
"20269","100616349","MIR4451","microRNA 4451"
"20270","5602","MAPK10","mitogen-activated protein kinase 10"
"20271","101929064","MAPK10-AS1","MAPK10 antisense RNA 1"
"20272","100616463","MIR4452","microRNA 4452"
"20273","5783","PTPN13","protein tyrosine phosphatase non-receptor type 13"
"20274","345274","SLC10A6","solute carrier family 10 member 6"
"20275","132989","C4orf36","chromosome 4 open reading frame 36"
"20276","100506746","AFF1-AS1","AFF1 antisense RNA 1"
"20277","4299","AFF1","AF4/FMR2 family member 1"
"20278","57563","KLHL8","kelch like family member 8"
"20279","100847027","MIR5705","microRNA 5705"
"20280","345275","HSD17B13","hydroxysteroid 17-beta dehydrogenase 13"
"20281","51170","HSD17B11","hydroxysteroid 17-beta dehydrogenase 11"
"20282","53343","NUDT9","nudix hydrolase 9"
"20283","8404","SPARCL1","SPARC like 1"
"20284","1834","DSPP","dentin sialophosphoprotein"
"20285","1758","DMP1","dentin matrix acidic phosphoprotein 1"
"20286","3381","IBSP","integrin binding sialoprotein"
"20287","56955","MEPE","matrix extracellular phosphoglycoprotein"
"20288","6696","SPP1","secreted phosphoprotein 1"
"20289","5311","PKD2","polycystin 2, transient receptor potential cation channel"
"20290","9429","ABCG2","ATP binding cassette subfamily G member 2 (Junior blood group)"
"20291","152926","PPM1K","protein phosphatase, Mg2+/Mn2+ dependent 1K"
"20292","55008","HERC6","HECT and RLD domain containing E3 ubiquitin protein ligase family member 6"
"20293","51191","HERC5","HECT and RLD domain containing E3 ubiquitin protein ligase 5"
"20294","100996939","PYURF","PIGY upstream reading frame"
"20295","84992","PIGY","phosphatidylinositol glycan anchor biosynthesis class Y"
"20296","8916","HERC3","HECT and RLD domain containing E3 ubiquitin protein ligase 3"
"20297","100873748","RNU6-33P","RNA, U6 small nuclear 33, pseudogene"
"20298","266812","NAP1L5","nucleosome assembly protein 1 like 5"
"20299","285512","FAM13A-AS1","FAM13A antisense RNA 1"
"20300","10144","FAM13A","family with sequence similarity 13 member A"
"20301","166815","TIGD2","tigger transposable element derived 2"
"20302","285513","GPRIN3","GPRIN family member 3"
"20303","6622","SNCA","synuclein alpha"
"20304","644248","SNCA-AS1","SNCA antisense RNA 1"
"20305","22915","MMRN1","multimerin 1"
"20306","401145","CCSER1","coiled-coil serine rich protein 1"
"20307","101929194","LNCPRESS2","lncRNA p53 regulated and ESC associated 2"
"20308","2895","GRID2","glutamate ionotropic receptor delta type subunit 2"
"20309","474","ATOH1","atonal bHLH transcription factor 1"
"20310","101929210","LOC101929210","uncharacterized LOC101929210"
"20311","56916","SMARCAD1","SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1"
"20312","27306","HPGDS","hematopoietic prostaglandin D synthase"
"20313","10611","PDLIM5","PDZ and LIM domain 5"
"20314","100507012","BMPR1B-DT","BMPR1B divergent transcript"
"20315","658","BMPR1B","bone morphogenetic protein receptor type 1B"
"20316","8633","UNC5C","unc-5 netrin receptor C"
"20317","5161","PDHA2","pyruvate dehydrogenase E1 alpha 2 subunit"
"20318","100873749","RNU6-34P","RNA, U6 small nuclear 34, pseudogene"
"20319","101410545","STPG2-AS1","STPG2 antisense RNA 1"
"20320","285555","STPG2","sperm tail PG-rich repeat containing 2"
"20321","5910","RAP1GDS1","Rap1 GTPase-GDP dissociation stimulator 1"
"20322","10098","TSPAN5","tetraspanin 5"
"20323","1977","EIF4E","eukaryotic translation initiation factor 4E"
"20324","23173","METAP1","methionyl aminopeptidase 1"
"20325","100500867","MIR3684","microRNA 3684"
"20326","128","ADH5","alcohol dehydrogenase 5 (class III), chi polypeptide"
"20327","100507053","LOC100507053","uncharacterized LOC100507053"
"20328","127","ADH4","alcohol dehydrogenase 4 (class II), pi polypeptide"
"20329","359806","PCNAP1","proliferating cell nuclear antigen pseudogene 1"
"20330","130","ADH6","alcohol dehydrogenase 6 (class V)"
"20331","124","ADH1A","alcohol dehydrogenase 1A (class I), alpha polypeptide"
"20332","125","ADH1B","alcohol dehydrogenase 1B (class I), beta polypeptide"
"20333","126","ADH1C","alcohol dehydrogenase 1C (class I), gamma polypeptide"
"20334","131","ADH7","alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide"
"20335","84103","C4orf17","chromosome 4 open reading frame 17"
"20336","93587","TRMT10A","tRNA methyltransferase 10A"
"20337","4547","MTTP","microsomal triglyceride transfer protein"
"20338","285556","C4orf54","chromosome 4 open reading frame 54"
"20339","27071","DAPP1","dual adaptor of phosphotyrosine and 3-phosphoinositides 1"
"20340","8649","LAMTOR3","late endosomal/lysosomal adaptor, MAPK and MTOR activator 3"
"20341","79982","DNAJB14","DnaJ heat shock protein family (Hsp40) member B14"
"20342","3015","H2AZ1","H2A.Z variant histone 1"
"20343","256880","H2AZ1-DT","H2AZ1 divergent transcript"
"20344","115265","DDIT4L","DNA damage inducible transcript 4 like"
"20345","101929353","LOC101929353","uncharacterized LOC101929353"
"20346","51705","EMCN","endomucin"
"20347","100874275","LINC01216","long intergenic non-protein coding RNA 1216"
"20348","5530","PPP3CA","protein phosphatase 3 catalytic subunit alpha"
"20349","102465868","MIR8066","microRNA 8066"
"20350","100302193","MIR1255A","microRNA 1255a"
"20351","90024","FLJ20021","uncharacterized LOC90024"
"20352","55024","BANK1","B cell scaffold protein with ankyrin repeats 1"
"20353","64116","SLC39A8","solute carrier family 39 member 8"
"20354","105377621","LOC105377621","uncharacterized LOC105377621"
"20355","4790","NFKB1","nuclear factor kappa B subunit 1"
"20356","4126","MANBA","mannosidase beta"
"20357","102723704","LOC102723704","uncharacterized LOC102723704"
"20358","7323","UBE2D3","ubiquitin conjugating enzyme E2 D3"
"20359","493856","CISD2","CDGSH iron sulfur domain 2"
"20360","150159","SLC9B1","solute carrier family 9 member B1"
"20361","133308","SLC9B2","solute carrier family 9 member B2"
"20362","56898","BDH2","3-hydroxybutyrate dehydrogenase 2"
"20363","1062","CENPE","centromere protein E"
"20364","101929448","LINC02428","long intergenic non-protein coding RNA 2428"
"20365","6870","TACR3","tachykinin receptor 3"
"20366","80319","CXXC4","CXXC finger protein 4"
"20367","101929468","CXXC4-AS1","CXXC4 antisense RNA 1"
"20368","54790","TET2","tet methylcytosine dioxygenase 2"
"20369","104384744","TET2-AS1","TET2 antisense RNA 1"
"20370","27068","PPA2","inorganic pyrophosphatase 2"
"20371","54848","ARHGEF38","Rho guanine nucleotide exchange factor 38"
"20372","100874374","ARHGEF38-IT1","ARHGEF38 intronic transcript 1"
"20373","57117","INTS12","integrator complex subunit 12"
"20374","79807","GSTCD","glutathione S-transferase C-terminal domain containing"
"20375","101929529","GSTCD-AS1","GSTCD antisense RNA 1"
"20376","255743","NPNT","nephronectin"
"20377","101929577","LOC101929577","uncharacterized LOC101929577"
"20378","93627","TBCK","TBC1 domain containing kinase"
"20379","9255","AIMP1","aminoacyl tRNA synthetase complex interacting multifunctional protein 1"
"20380","100507096","GIMD1","GIMAP family P-loop NTPase domain containing 1"
"20381","27123","DKK2","dickkopf WNT signaling pathway inhibitor 2"
"20382","9061","PAPSS1","3'-phosphoadenosine 5'-phosphosulfate synthase 1"
"20383","166929","SGMS2","sphingomyelin synthase 2"
"20384","101929595","LOC101929595","uncharacterized LOC101929595"
"20385","113612","CYP2U1","cytochrome P450 family 2 subfamily U member 1"
"20386","3033","HADH","hydroxyacyl-CoA dehydrogenase"
"20387","51176","LEF1","lymphoid enhancer binding factor 1"
"20388","641518","LEF1-AS1","LEF1 antisense RNA 1"
"20389","285456","RPL34-AS1","RPL34 antisense RNA 1 (head to head)"
"20390","101929621","LOC101929621","uncharacterized LOC101929621"
"20391","6164","RPL34","ribosomal protein L34"
"20392","58505","OSTC","oligosaccharyltransferase complex non-catalytic subunit"
"20393","64850","ETNPPL","ethanolamine-phosphate phospho-lyase"
"20394","84570","COL25A1","collagen type XXV alpha 1 chain"
"20395","100533182","SEC24B-AS1","SEC24B antisense RNA 1"
"20396","10427","SEC24B","SEC24 homolog B, COPII coat complex component"
"20397","693161","MIR576","microRNA 576"
"20398","55013","MCUB","mitochondrial calcium uniporter dominant negative beta subunit"
"20399","839","CASP6","caspase 6"
"20400","81579","PLA2G12A","phospholipase A2 group XIIA"
"20401","3426","CFI","complement factor I"
"20402","54433","GAR1","GAR1 ribonucleoprotein"
"20403","10692","RRH","retinal pigment epithelium-derived rhodopsin homolog"
"20404","345193","LRIT3","leucine rich repeat, Ig-like and transmembrane domains 3"
"20405","1950","EGF","epidermal growth factor"
"20406","100873750","RNU6-35P","RNA, U6 small nuclear 35, pseudogene"
"20407","79071","ELOVL6","ELOVL fatty acid elongase 6"
"20408","2028","ENPEP","glutamyl aminopeptidase"
"20409","5308","PITX2","paired like homeodomain 2"
"20410","100126354","MIR297","microRNA 297"
"20411","105377368",NA,NA
"20412","132720","FAM241A","family with sequence similarity 241 member A"
"20413","55435","AP1AR","adaptor related protein complex 1 associated regulatory protein"
"20414","92610","TIFA","TRAF interacting protein with forkhead associated domain"
"20415","80216","ALPK1","alpha kinase 1"
"20416","63973","NEUROG2","neurogenin 2"
"20417","55345","ZGRF1","zinc finger GRF-type containing 1"
"20418","51574","LARP7","La ribonucleoprotein 7, transcriptional regulator"
"20419","442912","MIR367","microRNA 367"
"20420","442896","MIR302D","microRNA 302d"
"20421","407028","MIR302A","microRNA 302a"
"20422","442895","MIR302C","microRNA 302c"
"20423","442894","MIR302B","microRNA 302b"
"20424","287","ANK2","ankyrin 2"
"20425","102723896","LOC102723896","uncharacterized LOC102723896"
"20426","100302188","MIR1243","microRNA 1243"
"20427","102465878","MIR8082","microRNA 8082"
"20428","817","CAMK2D","calcium/calmodulin dependent protein kinase II delta"
"20429","79642","ARSJ","arylsulfatase family member J"
"20430","7368","UGT8","UDP glycosyltransferase 8"
"20431","693162","MIR577","microRNA 577"
"20432","64579","NDST4","N-deacetylase and N-sulfotransferase 4"
"20433","100302290","MIR1973","microRNA 1973"
"20434","133022","TRAM1L1","translocation associated membrane protein 1 like 1"
"20435","103689918","LINC01378","long intergenic non-protein coding RNA 1378"
"20436","9348","NDST3","N-deacetylase and N-sulfotransferase 3"
"20437","100093630","SNHG8","small nucleolar RNA host gene 8"
"20438","677809","SNORA24","small nucleolar RNA, H/ACA box 24"
"20439","8492","PRSS12","serine protease 12"
"20440","645455","CEP170P1","centrosomal protein 170 pseudogene 1"
"20441","729218","LOC729218","uncharacterized LOC729218"
"20442","101929741","METTL14-DT","METTL14 divergent transcript"
"20443","57721","METTL14","methyltransferase like 14"
"20444","9871","SEC24D","SEC24 homolog D, COPII coat complex component"
"20445","171024","SYNPO2","synaptopodin 2"
"20446","51778","MYOZ2","myozenin 2"
"20447","101929762","LOC101929762","uncharacterized LOC101929762"
"20448","54532","USP53","ubiquitin specific peptidase 53"
"20449","401152","C4orf3","chromosome 4 open reading frame 3"
"20450","2169","FABP2","fatty acid binding protein 2"
"20451","401149","LINC01061","long intergenic non-protein coding RNA 1061"
"20452","645513","LOC645513","septin 7 pseudogene"
"20453","8654","PDE5A","phosphodiesterase 5A"
"20454","101927007","LINC01365","long intergenic non-protein coding RNA 1365"
"20455","100996694","LINC02502","long intergenic non-protein coding RNA 2502"
"20456","4085","MAD2L1","mitotic arrest deficient 2 like 1"
"20457","11107","PRDM5","PR/SET domain 5"
"20458","79625","NDNF","neuron derived neurotrophic factor"
"20459","79931","TNIP3","TNFAIP3 interacting protein 3"
"20460","84109","QRFPR","pyroglutamylated RFamide peptide receptor"
"20461","308","ANXA5","annexin A5"
"20462","132332","TMEM155","transmembrane protein 155"
"20463","100192379","PP12613","uncharacterized LOC100192379"
"20464","5393","EXOSC9","exosome component 9"
"20465","890","CCNA2","cyclin A2"
"20466","55212","BBS7","Bardet-Biedl syndrome 7"
"20467","7222","TRPC3","transient receptor potential cation channel subfamily C member 3"
"20468","84162","KIAA1109","KIAA1109"
"20469","132612","ADAD1","adenosine deaminase domain containing 1"
"20470","3558","IL2","interleukin 2"
"20471","59067","IL21","interleukin 21"
"20472","100996941","IL21-AS1","IL21 antisense RNA 1"
"20473","166379","BBS12","Bardet-Biedl syndrome 12"
"20474","729338","CETN4P","centrin 4, pseudogene"
"20475","2247","FGF2","fibroblast growth factor 2"
"20476","11162","NUDT6","nudix hydrolase 6"
"20477","166378","SPATA5","spermatogenesis associated 5"
"20478","10252","SPRY1","sprouty RTK signaling antagonist 1"
"20479","100189197","TRC-GCA2-1","tRNA-Cys (anticodon GCA) 2-1"
"20480","285419","LINC01091","long intergenic non-protein coding RNA 1091"
"20481","101927087","LINC02516","long intergenic non-protein coding RNA 2516"
"20482","57182","ANKRD50","ankyrin repeat domain 50"
"20483","79633","FAT4","FAT atypical cadherin 4"
"20484","100302267","MIR2054","microRNA 2054"
"20485","27152","INTU","inturned planar cell polarity protein"
"20486","83447","SLC25A31","solute carrier family 25 member 31"
"20487","22824","HSPA4L","heat shock protein family A (Hsp70) member 4 like"
"20488","10733","PLK4","polo like kinase 4"
"20489","256471","MFSD8","major facilitator superfamily domain containing 8"
"20490","80167","ABHD18","abhydrolase domain containing 18"
"20491","55132","LARP1B","La ribonucleoprotein 1B"
"20492","10424","PGRMC2","progesterone receptor membrane component 2"
"20493","100507487","LINC02615","long intergenic non-protein coding RNA 2615"
"20494","79960","JADE1","jade family PHD finger 1"
"20495","132320","SCLT1","sodium channel and clathrin linker 1"
"20496","132321","C4orf33","chromosome 4 open reading frame 33"
"20497","102724326",NA,NA
"20498","101927282","LINC02466","long intergenic non-protein coding RNA 2466"
"20499","101927305","SNHG27","small nucleolar RNA host gene 27"
"20500","104355285","LINC01256","long intergenic non-protein coding RNA 1256"
"20501","101927359","LOC101927359","uncharacterized LOC101927359"
"20502","57575","PCDH10","protocadherin 10"
"20503","132430","PABPC4L","poly(A) binding protein cytoplasmic 4 like"
"20504","100507528","LINC00613","long intergenic non-protein coding RNA 613"
"20505","729307","LINC02510","long intergenic non-protein coding RNA 2510"
"20506","54510","PCDH18","protocadherin 18"
"20507","641365","LINC00616","long intergenic non-protein coding RNA 616"
"20508","641364","SLC7A11-AS1","SLC7A11 antisense RNA 1"
"20509","23657","SLC7A11","solute carrier family 7 member 11"
"20510","100874047","LINC00499","long intergenic non-protein coding RNA 499"
"20511","25819","NOCT","nocturnin"
"20512","1998","ELF2","E74 like ETS transcription factor 2"
"20513","84709","MGARP","mitochondria localized glutamic acid rich protein"
"20514","4717","NDUFC1","NADH:ubiquinone oxidoreductase subunit C1"
"20515","80155","NAA15","N(alpha)-acetyltransferase 15, NatA auxiliary subunit"
"20516","83452","RAB33B","RAB33B, member RAS oncogene family"
"20517","80854","SETD7","SET domain containing 7, histone lysine methyltransferase"
"20518","105377622","LOC105377622","uncharacterized LOC105377622"
"20519","4258","MGST2","microsomal glutathione S-transferase 2"
"20520","55534","MAML3","mastermind like transcriptional coactivator 3"
"20521","60592","SCOC","short coiled-coil protein"
"20522","100129858","SCOC-AS1","SCOC antisense RNA 1"
"20523","1047","CLGN","calmegin"
"20524","152586","MGAT4D","MGAT4 family member D"
"20525","255520","ELMOD2","ELMO domain containing 2"
